text,commands
révèle la pomme.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
masque la bananas.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
montre la bananes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
cache la carrots.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
affiche la carottes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
cache la citrouille.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
affiche la pumpkin.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
dissimule la sprays.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
affiche la spray.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
agrandis la pomme.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
diminue la pomme.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
agrandis la bananes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
réduis la bananes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
grossis la carotte.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
diminue la carrot.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
élargis la pumpkin.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
réduis la citrouilles.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
élargis la spray.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
diminue la sprays.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
transporte la apple ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
déplace la apple vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
déplace la banana ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
déplace la bananas vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
bouge la carrot ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
amène la carotte vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
bouge la pumpkins ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
déplace la citrouilles vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
bouge la sprays ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
amène la sprays vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
prends la pommes blue.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Blue'}]"
choisis la banane rouge.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Red'}]"
choisis la carottes vert.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Green'}]"
prends la citrouille verte.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Green'}]"
sélectionne la sprays rouge.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Red'}]"
déchoisis tout.,"[{'command': 'UnselectCommand', 'parameter': 'All'}]"
save la scène.,"[{'command': 'EventCommand', 'parameter': 'SaveAndQuitGraph'}]"
mets en pause.,"[{'command': 'EventCommand', 'parameter': 'Pause'}]"
fais apparaître une apple bleu.,"[{'command': 'CreateCommand', 'parameter': 'sven:Apple'}, {'command': 'ColorizeCommand', 'parameter': 'Blue'}]"
spawn une banana teal.,"[{'command': 'CreateCommand', 'parameter': 'sven:Banana'}, {'command': 'ColorizeCommand', 'parameter': 'Cyan'}]"
construis un carrots cyan.,"[{'command': 'CreateCommand', 'parameter': 'sven:Carrot'}, {'command': 'ColorizeCommand', 'parameter': 'Cyan'}]"
crée une citrouille red.,"[{'command': 'CreateCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'ColorizeCommand', 'parameter': 'Red'}]"
construis un spray jaune.,"[{'command': 'CreateCommand', 'parameter': 'sven:Spray'}, {'command': 'ColorizeCommand', 'parameter': 'Yellow'}]"
élimine la pomme.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
élimine la bananes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
supprime la carotte.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
élimine la citrouilles.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
détruis la spray.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
efface les fruits.,"[{'command': 'SelectCommand', 'parameter': 'sven:Fruit'}, {'command': 'DestroyCommand'}]"
supprime les vegetables.,"[{'command': 'SelectCommand', 'parameter': 'sven:Vegetable'}, {'command': 'DestroyCommand'}]"
efface les nourriture.,"[{'command': 'SelectCommand', 'parameter': 'sven:Food'}, {'command': 'DestroyCommand'}]"
cache la pomme.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
révèle la apples.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
masque la banane.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
révèle la bananes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
masque la carrot.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
révèle la carrot.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
cache la citrouilles.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
affiche la pumpkin.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
cache la sprays.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
montre la sprays.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
agrandis la apples.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
rétrécis la pommes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
grossis la banane.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
diminue la bananes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
agrandis la carrots.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
diminue la carottes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
élargis la pumpkins.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
diminue la pumpkin.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
agrandis la spray.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
rétrécis la sprays.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
déplace la apple ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
déplace la pommes vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
déplace la bananes ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
déplace la banane vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
amène la carrots ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
amène la carrot vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
bouge la pumpkins ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
amène la citrouille vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
déplace la spray ici.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'MoveCommand', 'parameter': 'Pointer'}]"
bouge la spray vers ma vision.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'MoveCommand', 'parameter': 'PointOfView'}]"
prends la pommes teal.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Cyan'}]"
prends la bananas blue.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Blue'}]"
choisis la carottes bleu.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Blue'}]"
prends la citrouilles rouge.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Red'}]"
prends la spray yellow.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'SelectCommand', 'parameter': 'Yellow'}]"
désélectionne tout.,"[{'command': 'UnselectCommand', 'parameter': 'All'}]"
save la scène.,"[{'command': 'EventCommand', 'parameter': 'SaveAndQuitGraph'}]"
pause.,"[{'command': 'EventCommand', 'parameter': 'Pause'}]"
ajoute un apple jaune.,"[{'command': 'CreateCommand', 'parameter': 'sven:Apple'}, {'command': 'ColorizeCommand', 'parameter': 'Yellow'}]"
crée un banane green.,"[{'command': 'CreateCommand', 'parameter': 'sven:Banana'}, {'command': 'ColorizeCommand', 'parameter': 'Green'}]"
fais apparaître un carrots rouge.,"[{'command': 'CreateCommand', 'parameter': 'sven:Carrot'}, {'command': 'ColorizeCommand', 'parameter': 'Red'}]"
fabrique une citrouilles red.,"[{'command': 'CreateCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'ColorizeCommand', 'parameter': 'Red'}]"
spawn une sprays green.,"[{'command': 'CreateCommand', 'parameter': 'sven:Spray'}, {'command': 'ColorizeCommand', 'parameter': 'Green'}]"
supprime la apples.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
efface la banana.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
élimine la carrot.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
efface la pumpkins.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
supprime la spray.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'DestroyCommand'}]"
détruis les fruit.,"[{'command': 'SelectCommand', 'parameter': 'sven:Fruit'}, {'command': 'DestroyCommand'}]"
supprime les vegetable.,"[{'command': 'SelectCommand', 'parameter': 'sven:Vegetable'}, {'command': 'DestroyCommand'}]"
détruis les nourriture.,"[{'command': 'SelectCommand', 'parameter': 'sven:Food'}, {'command': 'DestroyCommand'}]"
cache la pommes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
révèle la apples.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
dissimule la bananes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
révèle la bananes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
dissimule la carottes.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
affiche la carotte.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
masque la citrouilles.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
affiche la pumpkin.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
dissimule la sprays.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'HideCommand'}]"
montre la spray.,"[{'command': 'SelectCommand', 'parameter': 'sven:Spray'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ShowCommand'}]"
élargis la apples.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
réduis la apple.,"[{'command': 'SelectCommand', 'parameter': 'sven:Apple'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
agrandis la bananas.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
réduis la banane.,"[{'command': 'SelectCommand', 'parameter': 'sven:Banana'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
augmente la carrots.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
réduis la carotte.,"[{'command': 'SelectCommand', 'parameter': 'sven:Carrot'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
agrandis la citrouille.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleUpCommand'}]"
diminue la pumpkin.,"[{'command': 'SelectCommand', 'parameter': 'sven:Pumpkin'}, {'command': 'SelectCommand', 'parameter': 'Pointer'}, {'command': 'ScaleDownCommand'}]"
